kldb_id,beruf_name,kldb_prefix2
53333,Lebensmittelkontrolleur/in,53
81734,Sprechwissenschaftler/in,81
24112,Verfahrenstechnolog(e/in) Metall - Nichteisenmetallurgie,24
53332,Amtliche/r Fachassistent/in (Fleischkontrolleur/in),53
73113,Inspektor/in - Notardienst,73
41423,Techniker/in - Werkstofftechnik,41
23413,Techniker/in - Druck- und Medientechnik,23
94612,Szenenbild-Assistent/in,94
94522,Kamera-Assistent/in,94
83213,Wirtschafter/in - Hauswirtschaft,83
51511,Funkbediener/in (Taxibetrieb),51
11133,Landwirtschaftliche/r Labortechniker/in,11
81524,Tierarzt/-ärztin - Haus- und Heimtiere,81
51132,Fachkraft - Schiff/Maschinendienst (ohne Befähigungszeugnis),51
32262,Wasserbauer/in,32
91324,Soziologe/Soziologin,91
73254,Beamt(er/in) - Justizverwaltung (höh. Dienst),73
33242,Holz- und Bautenschützer/in - Bautenschutz,33
94114,Konzertmeister/in (Streicher),94
25244,Ingenieur/in - Schiffbau und Meerestechnik,25
62522,Fachverkäufer/in - Kunst-/Antiquitätenhandel,62
51242,Schleusenwärter/in,51
51503,Techniker/in - Verkehrstechnik (Verkehrsmanagement),51
62513,Fachwirt/in - Buchhandel,62
51633,Fachwirt/in - Bahnbetrieb,51
51233,Flugsicherungstechniker/in,51
52383,Luftschiffführer/in,52
83394,Propst,83
71433,Parlamentsstenograf/in,71
33303,Techniker/in - Bautechnik (Ausbau),33
51193,Industriemeister/in - Techn. Wagenbehandlung - Eisenbahn,51
82534,Ingenieur/in - Hörtechnik und Audiologie,82
93433,Techniker/in - Glastechnik (Glasgestaltung),93
41222,Medizinische/r Sektions- und Präparationsassistent/in,41
63113,Betriebswirt/in (Fachschule) - Touristik/Reiseverkehr,63
93523,Restaurator/in - Gold-u. Silberschmiedehw./M. Prof. Restaur.,93
29152,Nahrungs- und Genussmittelkoster/in,29
81333,Arztassistent/in / Physician Assistant,81
94134,Leiter/in der Schauspielmusik,94
11582,Falkner/in,11
34314,Wasserwerksingenieur/in,34
24532,Kleinuhrenmacher/in,24
81242,Medizinische/r Technologe/Technologin - Veterinärmedizin,81
41213,Techniker/in - Biotechnik,41
71423,Schriftdolmetscher/in,71
11333,Hufbeschlagschmied/in,11
29204,Lebensmittelsachverständige/r,29
22103,Techniker/in - Kunststoff- und Kautschuktechnik,22
94712,Techn. Assistent/in - naturkundliche Museen/Forschungsinst.,94
21123,Kampfmittelbeseitiger/in,21
81753,Osteopath/in,81
51293,Straßenwärtermeister/in,51
51614,Luftverkehrsmanager/in,51
28322,Fachkraft - Lederverarbeitung,28
32132,Hochbaufacharbeiter/in - Feuerungs- und Schornsteinbauarb.,32
29262,Süßwarentechnologe/-technologin,29
11342,Kutscher/in,11
71234,Gleichstellungsbeauftragte/r,71
42134,Wirtschaftsgeograf/in,42
73394,Bibliotheksleiter/in,73
94623,Außenrequisiteur/in,94
93642,Klavierbauer/in,93
63194,Betriebsleiter/in - Gesundheitswesen/Freizeit/Fitness,63
84394,Rektor/in / Präsident/in,84
23213,Gestalter/in - Werbe- und Mediengestaltung,23
21111,"Helfer/in - Bergbau, Tagebau",21
93622,Holzblasinstrumentenmacher/in,93
42323,Gewässerschutztechniker/in,42
91342,Fachangestellte/r für Markt- und Sozialforschung,91
81514,Tierarzt/-ärztin - Groß- und Nutztiere,81
62532,Musikfachhändler/in,62
51432,Schiffssteward/-stewardess,51
53322,Fachkraft - Hygieneüberwachung,53
11312,Pferdewirt/in - Pferdezucht,11
84494,Schulleiter/in - Erwachsenenbildung,84
31224,Kartograf/in (Hochschule),31
83322,Gemeindehelfer/in/Gemeindediakon/in,83
24303,Techniker/in - Korrosionsschutz,24
94794,Leiter/in - Museum,94
61132,"Auktionator/in, Versteiger(er/in)",61
29142,Süßmoster/in,29
83333,Ordenspriester,83
94313,Musikclown/in,94
51133,Zweite/r Technische/r Offizier/in (mit Einschr.),51
41433,Betontechnologe/-technologin,41
22304,Ingenieur/in - Holztechnik,22
26193,Industriemeister/in - Mechatronik,26
11322,Berufstrainer/in (Pferderennsport),11
73162,Beamt(er/in) - Verfassungsschutz (mittl. Dienst),73
51224,Prüfsachverständige/r - Eisenbahnbereich,51
41184,Biomathematiker/in,41
21112,Vorarbeiter/in - Berg- und Tagebau,21
34334,Ingenieur/in - Abfallwirtschaft,34
54113,Techniker/in - Reinigungs- und Hygienetechnik,54
83382,Küster/in,83
29203,Techniker/in - Lebensmitteltechnik (ohne Schwerpunkt),29
33223,Stuckateur/in - Restaurierungsarbeiten,33
42203,Techniker/in - Umweltschutzt. (ohne Schwerpunkt),42
84414,Rhythmiklehrer/in,84
28212,Designer/in (Ausbildung) - Mode,28
11602,Winzer/in,11
33193,Parkettlegermeister/in,33
24513,Techniker/in - Feinwerktechnik,24
21342,Flachglastechnologe/-technologin,21
93422,Industriekeramiker/in Dekorationstechnik,93
82401,Bestattungsgehilfe/-gehilfin,82
11183,Fachagrarwirt/in - Erneuerbare Energien/Biomasse,11
33133,Parkettleger/in - Restaurierungsarbeiten,33
22182,Klebefachkraft,22
11794,Forstverwalter/in / Betriebsleiter/in - Forst,11
91124,Wirtschaftsanglist/in,91
22193,Meister/in - Kunststofftechnik,22
34234,Ingenieur/in - Kältesystemtechnik,34
22203,Techniker/in - Farb- u. Lacktechnik (Betriebswirtschaft),22
33232,Klebeabdichter/in,33
81213,"Biomed. Fachanalytiker/in -med. Mikrobio., Virolog., Hygiene",81
93393,Vergoldermeister/in,93
93522,Edelsteinschleifer/in - Schmuckdiamantschleifen,93
31142,Fachkraft - Wasserwirtschaft,31
84533,Tanzlehrer/in,84
93302,Kunsthandwerker/in,93
52423,Binnenschiffermeister/in,52
91484,Sozialökonom/in / Sozialwirt/in,91
71224,Verbandsgeschäftsführer/in,71
28223,Techniker/in - Bekleidungstechnik,28
24203,Metallbearbeitungstechniker/in,24
23123,Techniker/in - Lebensmitteltechnik (Lebensmittelverpackung),23
81752,Heilpraktiker/in,81
51134,Ingenieur/in - Schiffsbetriebstechnik,51
28393,Industriemeister/in - Schuhfertigung,28
24244,Ingenieur/in - Lasertechnik,24
28343,Bekleidungsgestalter/in - Pelznähen,28
32113,Techniker/in - Bautechnik (Betonbau),32
93213,Gestalter/in - Farbtechnik/Raumgestaltung,93
29102,Getränkehersteller/in,29
41323,Synthesetechniker/in - Chemie,41
29282,Tiefkühlkosthersteller/in,29
41343,Steuer(er/in) - Erdöl- und Erdgasraffinationsanlagen,41
81143,Fachagrarwirt/in - Besamungswesen,81
91224,Mediävist/in,91
81132,Orthoptist/in,81
81722,Fachassistent/in - Hirnleistungstraining,81
92394,"Verleger/in (Medien, Musik)",92
93532,Graveur/in,93
21412,Vorarbeiter/in - Industriekeramik,21
93313,Gestalter/in - Stein,93
53213,Polizeivollzugsbeamt(er/in) - Bundespolizei (geh. Dienst),53
51332,"Vorarbeiter/in - Lagerwirtschaft, Güter- und Warenumschlag",51
94613,Gewandmeister/in,94
51182,Funker/in,51
53394,Abteilungsleiter/in - Gewerbeaufsicht,53
11113,Techniker/in - Agrartechnik,11
23423,Restaurator/in - Buchbinderhandwerk/M. Prof. Restaurierung,23
52422,Binnenschiffer/in - Personenschifffahrt,52
94713,"Techniker/in - Museums-, Ausstellungstechnik",94
73201,Beamt(er/in) - Kommunalverwaltung (einfacher Dienst),73
23414,Ingenieur/in - Druck- und Medientechnik,23
28104,Ingenieur/in - Textiltechnik,28
81223,Techniker/in - Kardiotechnik,81
23282,Mediengestalter/in Flexografie,23
12122,Gärtner/in - Zierpflanzenbau,12
53243,Beamt(er/in) - Justizvollzugsdienst (geh. Dienst),53
91134,Romanist/in - Portugiesisch,91
41234,Meeresbiologe/-biologin,41
11394,Gestütsleiter/in,11
24533,Restaurator/in - Uhrmacherhandwerk/M. Prof. Restaurierung,24
23113,Techniker/in - Papiertechnik,23
53241,Justizwachtmeister/in,53
94414,Spielleiter/in (Schauspiel),94
21113,Beamt(er/in) - Bergverwaltung (geh. Dienst),21
24514,Ingenieur/in - Feinwerktechnik,24
42142,Beamt(er/in) - Wetterdienst (mittl. Dienst),42
41393,Industriemeister/in - Chemie,41
73154,Richter/in,73
11193,Pflanzentechnologiemeister/in,11
82533,Hörgerätetechniker/in,82
1104,Offizier - Militärmusikdienst,11
21122,Sprengmeistergehilfe/-gehilfin,21
82343,Maskenbildner/in (Hochschule),82
28142,Textillaborant/in - Textilveredelung,28
91214,Religionswissenschaftler/in,91
21312,Glaswerker/in,21
41434,Ingenieur/in - Baustoffe,41
29193,Industriemeister/in - Fruchtsaft und Getränke,29
21423,Industriekeramiktechniker/in,21
73244,Beamt(er/in) - Zolldienst (höh. Dienst),73
84424,Religionspädagoge/-pädagogin - jüdische Gemeinden,84
91174,Neogräzist/in,91
29132,Fachkraft - Brennereiwesen,29
91254,Judaist/in,91
21213,Techniker/in - Kohleveredlung (Aufbereitung),21
29253,"Techniker/in - Milchwirtschaft, Molkereiwesen",29
24432,Taucher/in,24
11123,Landwirtschaftliche/r Sachverständige/r,11
53194,Leiter/in - Rettungsdienst,53
23313,Techniker/in - Foto- und Medientechnik,23
84523,Fluglehrer/in,84
91114,Friesische/r Philologe/Philologin,91
11182,Pflanzenschützer/in,11
25253,Zweirad-Servicetechniker/in - motor. Zweiradtechnik,25
82524,Ingenieur/in - Augenoptik/Optometrie,82
34333,Techniker/in - Abfalltechnik,34
31152,Denkmaltechnische/r Assistent/in,31
93342,Vergolder/in,93
94144,Komponist/in,94
42144,Meteorologe/Meteorologin,42
52413,Kapitän/in - Küstenfischerei,52
29272,Tabakwarenmacher/in,29
21223,Techniker/in - Baustofftechnologie,21
53233,Gerichtsvollzieher/in,53
42113,Techniker/in - Geologietechnik,42
22333,Techniker/in - Holztechnik (Automatisierungstechnik),22
73231,Beamt(er/in) - Steuerverwaltung (einf.Dienst),73
71442,Korrektor/in,71
41264,Mikrobiologe/-biologin,41
22183,Klebetechniker/in,22
24304,Ingenieur/in - Korrosionsschutztechnik,24
93652,Orgelbauer/in - Pfeifenbau,93
52313,Berufsflugzeugführer/in (CPL (A)),52
28193,Textilgestaltermeister/in,28
81764,Verpflegungsmanager/in (Diätküchenleiter/in),81
33243,Holzschutzsachverständige/r,33
12123,Techniker/in - Gartenbau (Produktion und Vermarktung),12
23493,Industriemeister/in - Buchbinderei,23
91154,Wirtschaftsarabist/in,91
11724,Landschaftsökologe/-ökologin,11
21322,Glasinstrumentenmacher/in,21
73144,Staatsanwalt/-anwältin,73
11594,Tierheimleiter/in,11
94724,Kunstsachverständige/r,94
53232,Vollziehungsbeamt(er/in),53
94183,Audiodesigner/in - Musik,94
27284,Ingenieur/in - Sport,27
93323,Scherenschneider/in,93
28112,Textilgestalter/in im Handwerk - Sticken,28
93312,Bildhauer/in,93
41274,Epidemiologe/Epidemiologin,41
91234,Altertumswissenschaftler/in,91
73234,Beamt(er/in) - Steuerverwaltung (höh. Dienst),73
91184,Editionswissenschaftler/in,91
91233,Techniker/in - Grabungstechnik,91
11184,Entwicklungshelfer/in,11
83332,Angehörige/r geistlicher Orden u. Mutterhäuser,83
94534,Tonmeister/in,94
84194,Schulleiter/in - allgemeinbildende Schulen,84
29242,Fischwerker/in,29
28333,Techniker/in - Schuhtechnik (Modellgestaltung),28
28114,Textildesigner/in,28
21393,Industriemeister/in - Optik,21
22204,"Ingenieur/in - Farben, Lacke",22
11604,Önologe/Önologin,11
11713,Techniker/in - Forsttechnik,11
61152,Pfandleiher/in,61
1302,Fachunteroffizier - Militärmusikdienst,13
27282,Sportgerätebauer/in,27
94184,Studienleiter/in (Musik),94
91104,Sprachwissenschaftler/in,91
93653,Restaurator/in - Orgel-u. Harmoniumbauerhw/M. Prof. Restaur.,93
11213,Klauenpfleger/in,11
1203,Feldwebel - Geoinformationsdienst,12
12103,Techniker/in - Gartenbau (ohne Schwerpunkt),12
93412,Keramiker/in,93
22293,Industriemeister/in - Lack,22
11124,Beamt(er/in) - Höherer landwirtschaftlicher Dienst,11
83384,Missionar/in,83
94334,"Moderator/in (Funk, Fernsehen)",94
11714,Forstwirtschaftssachverständige/r,11
94514,Ingenieur/in - Veranstaltungstechnik,94
11423,Fischereitechniker/in,11
53313,Beamt(er/in) - Eichwesen (geh. techn. Dienst),53
24134,Ingenieur/in - Gießereitechnik,24
27182,Beamt(er/in) - Wehrverwaltung (mittl. techn. Dienst),27
93343,Restaurator/in - Vergolderhandwerk/M. Prof. Restaurierung,93
12293,Wirtschafter/in - Floristik,12
21114,Ingenieur/in - Rohstoffgewinnung und -aufbereitung,21
42312,Kfm. Ass./Wirtschaftsassistent/in - Umweltschutz,42
21332,Glasapparatebläser/in,21
11222,Tierwirt/in - Geflügelhaltung,11
81763,Ernährungstherapeut/in,81
73164,Beamt(er/in) - Verfassungsschutz (höh. Dienst),73
27183,Beamt(er/in) - Wehrverwaltung (geh. techn. Dienst),27
21323,Techniker/in - Glastechnik (Optik),21
93533,Restaurator/in - Graveurhandwerk/M. Prof. Restaurierung,93
42293,Schornsteinfegermeister/in,42
29103,Brau- und Getränketechnologe/-technologin,29
28312,Fachkraft - Lederherstellung und Gerbereitechnik,28
28342,Pelzwerker/in,28
91264,Volkskundler/in,91
28224,Ingenieur/in - Bekleidungstechnik,28
93293,Raumausstattermeister/in,93
12294,Betriebsleiter/in - Floristik,12
11104,Agrarwissenschaftler/in / Agrarökonom/in,11
32253,Kanalmeister/in,32
82493,Bestattermeister/in,82
21293,Industriemeister/in - Aufbereitungs- und Verfahrenstechnik,21
21313,Techniker/in - Glastechnik (ohne Schwerpunkt),21
23293,Industriemeister/in - Printmedien/B. Prof. Print,23
29263,Süßwarentechniker/in,29
24133,Techniker/in - Gießereitechnik,24
53224,Beamt(er/in) - Kriminaldienst (höh. Dienst),53
51112,Achslagerprüfer/in (Bahn),51
81224,Ingenieur/in - Kardiotechnik,81
24524,Werkzeugingenieur/in,24
82232,Ernährungsassistent/in,82
11793,Forstwirtschaftsmeister/in,11
21233,Techniker/in - Steintechnik,21
81594,Ärztliche/r Direktor/in (Tierarzt/-ärztin),81
42112,Geologielaborant/in,42
94403,Filmgeschäftsführer/in,94
41293,Milchwirtschaftliche/r Labormeister/in/B. Prof. milchw. Lab.,41
29223,Techniker/in - Lebensmitteltechnik (Bäckereitechnik),29
11493,Fischwirtschaftsmeister/in - Kl. Hochsee- u. Küstenfischerei,11
51534,Flugunfalluntersucher/in,51
12203,Gestalter/in - Blumenkunst,12
93593,Schilder- und Lichtreklameherstellermeister/in,93
53244,Gefängnisdirektor/in,53
11412,Fischwirt/in - Aquakultur und Binnenfischerei,11
28143,Techniker/in - Textiltechnik (Textilveredelung),28
82403,Fachwirt/in - Bestattung,82
21352,Glasapparatejustierer/in (Wachsschreiber/in),21
73313,Beamt(er/in) - Archivdienst (geh. Dienst),73
11732,Jäger/in (Berufsjäger/in),11
23114,Ingenieur/in - Papiertechnik,23
84413,Facherzieher/in - Musik,84
25254,Ingenieur/in - Zweiradtechnik,25
51543,Hafenmeister/in,51
11233,Bienenzuchtberater/in,11
93512,Metallbildner/in - Metalldrücktechnik,93
22382,Fahrzeugstellmacher/in,22
73163,Beamt(er/in) - Bundesnachrichtendienst (geh. Dienst),73
29233,Techniker/in - Lebensmitteltechnik (Fleischereitechnik),29
93332,Spielzeughersteller/in,93
24293,Industriemeister/in - Aluminiumbe- und -verarbeitung,24
93352,Kerzenhersteller/in und Wachsbildner/in - Wachsbildnerei,93
93524,Schmuckdesigner/in,93
93604,Musikinstrumentenbauer/in (Hochschule),93
11232,Imker/in,11
94693,Ausstattungsleiter/in - Bühne/Film/Fernsehen,94
93693,Handzuginstrumentenmachermeister/in,93
94582,Pyrotechniker/in,94
24193,Industriemeister/in - Gießerei,24
53223,Beamt(er/in) - Landeskriminaldienst (geh. Dienst),53
42143,Beamt(er/in) - Wetterdienst (geh. Dienst),42
73241,Beamt(er/in) - Zolldienst (einf. Dienst),73
24393,Galvaniseurmeister/in,24
53314,Beamt(er/in) - Gewerbeaufsicht (höh. techn. Dienst),53
93432,Glasbildner/in,93
24113,Techniker/in - Hüttentechnik,24
52414,Schiffsbetriebsoffizier/in - Nautik/Technik,52
11283,Futtermittelkontrolleur/in,11
32263,"Beamt(er/in) - Wasser-, Schifffahrtsverw. (geh.tech.Dienst)",32
11293,Tierwirtschaftsmeister/in - Imkerei,11
93632,Metallblasinstrumentenmacher/in,93
29213,Techniker/in - Müllereitechnik,29
93513,Restaurator/in - Metallbildnerhw./M. Prof. Restaurierung,93
73243,Beamt(er/in) - Zolldienst (geh. Dienst),73
93612,Zupfinstrumentenmacher/in - Harfenbau,93
94714,Technikwissenschaftler/in,94
94303,Vortragskünstler/in,94
28123,Techniker/in - Textiltechnik (Textilerzeugung),28
21124,Sprengingenieur/in (Bergbau),21
29143,Fruchtsafttechniker/in,29
11603,Techniker/in - Weinbau und Kellerwirtschaft,11
81532,Tierheilpraktiker/in,81
28314,Ingenieur/in - Ledertechnik,28
91354,Demograf/in,91
81724,Motologe/Motologin,81
11693,Wirtschafter/in - Weinbau,11
93333,Gestalter/in - Spielzeug,93
51243,Flussmeister/in,51
23393,Fotografenmeister/in,23
29123,Techniker/in - Kellerwirtschaft,29
11294,Verwalter/in - Tierzucht,11
29243,Lebensmitteltechniker/in - Fischtechnik,29
93643,Restaurator/in - Klavierbau,93
51223,Beamt(er/in) - Bahnwesen (geh. techn. Dienst),51
93413,Gestalter/in - Keramik,93
93682,Handzuginstrumentenmacher/in,93
11393,Pferdewirtschaftsmeister/in - Spezialreitweisen,11
93493,Glas- und Porzellanmalermeister/in,93
12104,Gartenbauwissenschaftler/in,12
32243,Brunnenbautechniker/in,32
93683,Restaurator/in - Akkordeonbau,93
28313,Techniker/in - Ledertechnik,28
81584,Tierpsychologe/-psychologin,81
93383,Restaurator/in - archäologisches Kulturgut,93
28133,Techniker/in - Textiltechnik (Spinnereitechnik),28
29114,Ingenieur/in - Brauwesen und Getränketechnologie,29
22184,Klebfachingenieur/in,22
21413,Techniker/in - Keramiktechnik,21
93623,Holzblasinstrumentenbauer/in - Restaurator/in,93
51653,Schiffsmakler/in,51
93602,Musikinstrumentenbauer/in,93
82514,Ingenieur/in - Orthopädie- und Rehatechnik,82
11593,Tierpflegemeister/in,11
11424,Ingenieur/in - Fischereitechnik,11
41333,Steuer(er/in) - chemische Wärmebehandlungsanlagen,41
24114,Ingenieur/in - Hüttentechnik,24
21493,Industriemeister/in - Keramik,21
93633,Metallblasinstrumentenbauer/in - Restaurator/in,93
